first_name,last_name,price,above_100
Nicole,Banks,84.13883685,false
Caleb,Zuniga,65.37221199,false
Kathryn,Mckinney,42.28386426,false
Kaylee,Griffin,91.72236314,false
Raymond,Yu,162.8573674,true
Stephen,Hill,156.01602,true
Ryan,Young,145.249561,true
Kevin,Turner,274.2053068,true
Scott,Bonilla,232.6587409,true
Scott,Smith,21.08465589,false
Jill,George,217.4523578,true
Anthony,Odonnell,25.68569152,false
Kenneth,Walton,94.96351689,false
Tammy,Dixon,71.23764254,false
Mary,Herring,85.52552465,false
David,Harris,99.86362817,false
Holly,Jenkins,232.8498468,true
Kristen,Hall,271.0383076,true
Vanessa,Hernandez,240.8356277,true
Lindsey,Baker,215.3845208,true
Jessica,Cooper,271.5910657,true
Daniel,Garcia,54.38186781,false
Brandon,Proctor,244.5859383,true
Ray,Moore,81.09489321,false
Thomas,Hughes,274.8197698,true
Cheyenne,Moreno,268.5879662,true
Erika,Hill,268.7881735,true
William,Wright,135.6374011,true
Joshua,Hurley,163.878958,true
Allen,Luna,202.4902939,true
David,Forbes,161.0388381,true
Jeffrey,Ross,124.9712498,true
Yolanda,Morris,6.484809775,false
Amy,Webster,246.697108,true
Joseph,Lopez,208.5530996,true
Robert,Miller,259.3830385,true
Courtney,Lopez,187.9539026,true
Karen,Harris,213.9916161,true
George,Spencer,187.6252749,true
Kenneth,Williamson,100.0426015,true
Eric,Roberts,159.6726517,true
Daniel,Mckinney,91.1361082,false
William,Armstrong,26.90727877,false
Stephanie,Rangel,63.71404468,false
Cody,Nichols,34.73125118,false
Charles,White,171.0744262,true
Jennifer,Ortiz,77.70351341,false
Ryan,Hampton,250.6563062,true
Jacqueline,Soto,297.637541,true
Ashley,Jones,293.8852818,true
Thomas,Torres,66.99879269,false
Bruce,Browning,55.07922627,false
Charles,Holt,186.3582011,true
Matthew,Rodgers,203.8121255,true
Jeremiah,Robertson,143.985273,true
Jeffery,Barry,49.91960637,false
Katherine,Berry,214.0112286,true
Zachary,Holmes,146.2111465,true
Luis,Peters,48.43852702,false
Rebecca,Castillo,234.2546706,true
Shannon,Gilbert,60.98583873,false
Jessica,Parker,161.6820633,true
Bradley,Anderson,238.4795709,true
Adrian,Perez,125.4223765,true
Matthew,Green,233.640768,true
Michelle,Price,61.87167058,false
Phillip,Meyer,21.92731058,false
Amanda,Brown,217.3051002,true
Julie,Phillips,63.55278796,false
Joseph,Weber,156.8519728,true
Charles,Mack,279.6326958,true
John,Tucker,140.6433193,true
Dana,Wilson,77.13213303,false
Henry,Howard,238.7704037,true
William,Garcia,267.7774286,true
Matthew,Miller,141.5385993,true
Joseph,Sanchez,138.5530027,true
Cory,Christensen,66.04292105,false
Jamie,Mccullough,6.663633226,false
Jose,Smith,45.23615731,false
Christine,Andrews,95.03663928,false
Justin,Taylor,253.3697013,true
Dylan,Sanchez,258.1885439,true
Megan,Watson,231.3068203,true
Reginald,Bell,261.1845713,true
James,Bell,142.1819922,true
Jennifer,Cooper,220.0635402,true
Tanya,Wagner,217.9218465,true
Henry,Curtis,99.23442537,false
Cassandra,Elliott,198.9239907,true
Pedro,Mitchell,287.8875335,true
Ray,Mccarty,68.12635076,false
Riley,Gomez,63.54785955,false
Shelby,Price,200.6133599,true
Briana,Marshall,101.6992254,true
Melissa,Clark,257.390255,true
Patrick,Mays,214.088943,true
Scott,Harris,67.50120025,false
Bonnie,Franklin,198.9423224,true
Maria,Powell,37.73963127,false
Brian,Rhodes,65.6268221,false
Ashley,Morris,64.05329615,false
Kenneth,Holmes,245.781269,true
Adam,Garcia,99.76367419,false
Matthew,Johnson,295.0335508,true
Randy,Aguirre,277.1465365,true
Michael,Garcia,196.2126485,true
Henry,Johnson,48.31608761,false
Christopher,Stark,193.5562848,true
Scott,Dodson,159.8162138,true
Laura,Faulkner,201.0388214,true
Joseph,Patterson,91.87832506,false
Vanessa,Johnson,218.5021475,true
Joe,Moody,141.9342072,true
Robert,Kelley,101.4445497,true
Justin,Mack,143.4471354,true
Anna,Gray,146.051617,true
Christopher,Lee,124.134775,true
.,Sara,276.262021,true
Wendy,Sanchez,110.3643752,true
Maria,Hall,143.9317353,true
James,Hall,299.2061897,true
Robert,Cabrera,157.1902941,true
Megan,Morrison,209.5560925,true
Jaime,Mcdaniel,130.3975176,true
Joseph,Williams,270.1762919,true
Kevin,Madden,134.160087,true
Philip,Cruz,40.93604411,false
Andrew,Shaw,58.09674651,false
Jessica,Sexton,229.6075076,true
Stephen,Campos,165.8151203,true
Robert,Griffith,185.68298,true
Jack,Jensen,153.5371396,true
John,Aguilar,61.54262561,false
Daniel,Armstrong,88.31636,false
Jesus,Meyer,152.8254978,true
Troy,Butler,20.26841517,false
Jody,Reed,94.14865649,false
Gloria,Hartman,263.3208245,true
Melissa,Mcbride,178.7307475,true
Robert,Allen,175.3799705,true
Phillip,Evans,89.67955731,false
Philip,Banks,162.1291795,true
Janet,King,96.55651683,false
Susan,Donovan,81.96303152,false
Michael,Pierce,262.1823502,true
Michael,Serrano,198.4636023,true
Joseph,Brown,242.7875953,true
Michael,Powell,247.6735636,true
Richard,Martin,7.04924545,false
Alexander,Lowe,209.4032048,true
Brenda,Turner,200.9909384,true
Jennifer,Conrad,261.4827266,true
Catherine,Kirk,82.26081801,false
Andrea,Gaines,93.92499708,false
Madison,Nguyen,174.9471272,true
Tony,Reese,253.7561437,true
Terri,Powell,182.0834968,true
David,Wells,222.3863297,true
Timothy,Mitchell,138.8536273,true
Kimberly,Oconnor,72.18387244,false
Anthony,Smith,32.87198146,false
Roberta,Garza,299.0664663,true
Terry,Bennett,188.2365345,true
.,Tiffany,239.6097617,true
Katherine,Franklin,167.7043052,true
Sherry,Martin,146.099654,true
Robert,Li,277.3991414,true
Jesse,Miller,80.44509225,false
Kevin,Jones,27.07437101,false
Rhonda,Young,236.0062255,true
Melissa,Campbell,55.11432356,false
Tony,Shepherd,83.7605898,false
Sherry,Gonzalez,22.17628787,false
Ashlee,Austin,205.4821276,true
David,Brown,50.89368202,false
Marc,Meyer,211.8895153,true
Jennifer,Vega,186.3024158,true
Denise,Glass,8.677582919,false
Emily,Christian,141.736549,true
Billy,Knight,104.3827648,true
Shane,Davis,298.8078166,true
Laura,Harding,129.2245668,true
Zachary,Payne,70.62322636,false
Jeffery,Leon,95.99985354,false
Jennifer,Martin,114.4977998,true
Lori,Zimmerman,61.18972021,false
Katie,Mcgee,14.33379012,false
Michael,Parker,128.7527684,true
Robert,Atkins,206.497146,true
Stephanie,Brown,162.7416725,true
Erin,Paul,120.7048862,true
Kristina,Torres,108.8445402,true
Aaron,Wilson,2.920350867,false
Timothy,Scott,160.5594849,true
Ronald,Carter,26.52817674,false
Catherine,Smith,234.5114418,true
.,Catherine,257.1654921,true
Cynthia,White,93.34235895,false
Shawn,Rojas,81.57088665,false
Evan,Bradford,83.89976691,false
Samuel,Lee,154.3902024,true
John,Leon,54.79013645,false
Karen,Lopez,254.4003272,true
Rebekah,Jackson,190.9267067,true
Melissa,Hogan,46.10846638,false
Megan,Wilson,201.0054457,true
Justin,Roberts,283.298036,true
Ashley,Fernandez,11.74857746,false
Terry,Oliver,124.2895414,true
Jennifer,Weaver,268.8554923,true
Timothy,Ortega,130.6341776,true
Brittany,Ellison,94.13570816,false
Aaron,Clark,208.9455945,true
Michael,Johnson,85.6564279,false
Heather,Jones,13.51371324,false
Carly,Estrada,40.28153032,false
Alexandra,Hopkins,177.9806383,true
Brittany,Short,85.20352705,false
Julie,Hopkins,79.71809543,false
Crystal,Long,149.1990641,true
Jack,Jackson,223.7550096,true
Amber,Smith,61.89790399,false
Christina,Cross,103.0088877,true
Tina,Dickerson,99.81087945,false
Chase,Chavez,287.6513196,true
Shelby,Williams,93.42547175,false
Leonard,Hamilton,272.7282713,true
Shannon,Jones,286.7396248,true
David,Goodwin,58.16029636,false
Stephen,Blankenship,162.162138,true
Jacqueline,Stanton,100.0649273,true
Allison,Callahan,53.8091991,false
Kathy,Phillips,233.3417035,true
Frank,Schaefer,196.769166,true
Stephanie,Ross,79.77912379,false
Donald,Norman,89.27507758,false
Mitchell,Fleming,282.8557953,true
Derek,Romero,4.59663563,false
Danny,Simmons,179.64091,true
Beth,Hall,172.2843157,true
Monica,Clark,33.09034021,false
Michael,Rodriguez,63.48660679,false
Emily,Davis,211.9124877,true
Samantha,Arnold,185.7555896,true
Adam,Davidson,228.7728018,true
Kristen,Wallace,250.5851489,true
Michael,Johnson,8.605437261,false
Richard,Flores,209.8307087,true
Nicole,Page,32.88664817,false
Anna,Crawford,14.40637134,false
David,Stokes,244.9285527,true
Jennifer,Jimenez,47.75611763,false
John,Howell,76.486237,false
Lacey,Cochran,30.25941436,false
Jessica,Burns,145.124556,true
Matthew,Blevins,111.0537983,true
Sabrina,Young,271.5746574,true
Ricardo,Brown,56.60874959,false
Wesley,Combs,79.2121007,false
Heather,Conley,291.4164529,true
Lauren,Chen,154.6825196,true
Penny,Lopez,96.17771944,false
Kristin,Baker,176.2335915,true
Jacqueline,Wilson,9.748399326,false
Becky,Robinson,78.28943448,false
Greg,Hendrix,72.58665857,false
Brandon,Erickson,190.50167,true
Theresa,Ross,225.8763413,true
Julian,Nguyen,70.1045987,false
Charles,Shields,148.1737112,true
Adriana,Perez,263.2804286,true
Melissa,Jackson,138.6305071,true
William,Ortiz,118.7103255,true
Mark,Johnson,84.66164962,false
Troy,Phillips,152.8077453,true
Sarah,Porter,151.4916774,true
Mark,Scott,157.0707889,true
Joseph,Sullivan,30.40333692,false
Andrew,Ryan,11.76405518,false
Paula,Dixon,160.4543884,true
Emily,Hernandez,142.5385656,true
Donald,Jimenez,77.56219828,false
William,Parker,180.1897032,true
Austin,Stevens,261.4254097,true
Heather,Rogers,284.2213808,true
Christopher,Cline,46.302484,false
Victoria,Lawson,122.3589149,true
James,Cordova,8.083382542,false
Denise,Smith,39.92037881,false
Amanda,Myers,163.227608,true
Johnny,Mooney,60.14068017,false
Corey,Spencer,105.7602835,true
Jacqueline,Davis,131.1154633,true
Kayla,Davis,183.9842677,true
Bradley,Poole,243.4763522,true
William,Pierce,19.75726553,false
Brianna,Berg,17.09691769,false
Jimmy,Fischer,119.7059914,true
Frances,Harris,93.44480228,false
Kenneth,Benton,197.4744517,true
Christopher,Newman,275.3626437,true
Rebecca,Jackson,38.46385885,false
Veronica,Bradshaw,242.9306243,true
Catherine,Allen,80.67176092,false
Michael,Martinez,265.9842208,true
Andrea,Carrillo,212.8749716,true
Kelly,Bailey,167.2019437,true
Kerry,Byrd,61.23826658,false
Gregory,Lambert,132.0233169,true
Dale,Anderson,293.0530445,true
Jacob,Sherman,152.4784019,true
Samantha,Sullivan,232.9966973,true
David,Webb,253.9947495,true
Tonya,Green,5.382315323,false
Alexis,Lane,40.17462465,false
Joyce,Cannon,19.79407941,false
Anne,Ray,151.7290972,true
Karen,Williams,253.2786352,true
Paul,Jones,276.3171869,true
Sheena,Krause,45.02320091,false
Luis,Wallace,32.60775944,false
Robert,Shepherd,219.2393956,true
Robert,Scott,20.97898649,false
Danielle,Tran,28.5287157,false
Carlos,Johnson,237.2978664,true
Crystal,Hansen,251.5027251,true
Judy,Schneider,182.7566737,true
Jeff,Freeman,19.39590879,false
Crystal,Brady,70.87387043,false
Samantha,Henson,157.5559448,true
Daniel,Sims,16.16034996,false
Connie,Day,226.1087177,true
Dylan,Lee,281.3029391,true
Christian,Lee,227.9887186,true
Deanna,Stephens,279.299191,true
David,Perry,208.4767683,true
Charles,Villegas,294.3213809,true
Sharon,Clark,14.74888816,false
Christina,Sanders,121.2337996,true
Jeffrey,Hinton,74.66513984,false
Gina,Harris,110.5970449,true
Alex,Tapia,51.34046716,false
Justin,White,155.1616194,true
Jacob,Woods,66.66082283,false
Rachel,Browning,136.8446649,true
Marissa,Jones,270.36997,true
Sean,Watson,118.7440833,true
Elijah,Roy,22.35989757,false
Stephanie,Oneal,237.3484083,true
Stephanie,Maldonado,204.1531272,true
Jay,Williams,79.94308127,false
Jeffery,Rodriguez,140.5724463,true
Margaret,Guzman,144.9516578,true
Lori,Willis,62.89859668,false
John,Fernandez,92.39138123,false
Christina,Valdez,34.79769663,false
Courtney,Simpson,206.6190208,true
Timothy,Martin,56.97751421,false
Kelly,Scott,193.5473188,true
Joseph,Ward,278.1452957,true
Brady,Gonzalez,89.04686427,false
Linda,Mcdonald,72.98192728,false
Donna,Yates,185.7064263,true
Kimberly,Hopkins,32.99371036,false
Aaron,Keith,93.45217678,false
Nicholas,Cook,239.5443331,true
Erica,Gonzales,256.3869829,true
Brian,Rodriguez,254.0780035,true
Melissa,Schultz,213.8497013,true
Nancy,Williams,106.037426,true
Kathryn,Barrera,144.2003993,true
William,King,114.532112,true
Kristen,Martin,184.1094951,true
Christopher,Lester,254.1517749,true
Kathleen,Robinson,53.27806013,false
Katherine,Ward,203.2804999,true
Angelica,Delgado,130.5978877,true
Stephanie,Robertson,64.64383194,false
William,Burke,46.83880636,false
Michele,Hurley,253.7627973,true
Ashley,Rogers,29.59477039,false
Jennifer,Kim,38.39507814,false
Corey,Roth,280.8129961,true
Rickey,Hill,123.5201579,true
Erika,Stewart,150.8065512,true
Gabriella,Conner,21.78225763,false
Madison,Owen,286.0425507,true
Alicia,Kaufman,90.03073312,false
Gregory,Allen,248.5457791,true
Emma,Morse,161.2727113,true
Alicia,Dean,120.5429815,true
Christina,Johnson,96.86483873,false
Emily,Acevedo,51.02606455,false
Valerie,Boyd,39.18119887,false
Harold,Lucero,290.114557,true
Sabrina,Marshall,109.3913936,true
Jimmy,Hall,193.2981341,true
Trevor,Daniels,59.86150113,false
Kelli,Wells,94.14928468,false
Amanda,Gay,27.71402088,false
Lindsay,Barnett,92.90006917,false
Gregory,Jones,221.9075644,true
Gary,Murphy,6.925016621,false
Ashley,Marsh,100.2987897,true
Nathan,Archer,45.596339,false
Michael,Jones,234.5304102,true
Diane,Herrera,216.0941981,true
Andrew,Gibson,51.91337241,false
Tyler,Morris,160.4872869,true
Cassandra,Lewis,170.1509277,true
Ian,Deleon,137.4098537,true
Calvin,Mcgrath,176.1841431,true
Michael,Kline,221.2673216,true
Stephanie,Lee,256.0171685,true
Jay,Merritt,287.8232441,true
Katherine,Patrick,259.2662024,true
David,Mckinney,232.124171,true
Darren,Hale,159.9087016,true
Jonathan,Smith,137.9981241,true
Joseph,Acosta,268.919015,true
Samantha,Miller,132.4433896,true
John,Frazier,162.3474993,true
Eric,Mejia,153.2003299,true
Joshua,Rodriguez,71.62611223,false
Lisa,Ramirez,79.92352777,false
Larry,Cox,282.2574802,true
Renee,Oneal,290.2166083,true
Bryan,Espinoza,167.9777676,true
Christina,Suarez,45.91810137,false
Brandi,Flores,171.6510105,true
Jackie,Bates,68.06023599,false
Darrell,White,23.19444255,false
James,Johnson,78.20993349,false
Kelly,Wood,149.862952,true
Lisa,Schultz,153.5860474,true
James,Rodriguez,167.9065608,true
Jessica,Hughes,207.030828,true
Kimberly,Reid,231.3275721,true
William,Young,289.4820718,true
Robert,Zuniga,145.7691688,true
Caroline,Rodriguez,157.9392296,true
Robert,Ortega,93.61018537,false
Monique,Sharp,107.8493566,true
Antonio,Smith,223.1197521,true
Patricia,Flynn,13.75673285,false
Teresa,Ruiz,278.5939761,true
Madison,Mejia,179.6202428,true
Lindsey,Santos,173.4378859,true
Savannah,Smith,77.74762702,false
Kimberly,Roberts,100.4383016,true
David,Dominguez,48.63244885,false
Brittany,Joyce,259.9716349,true
Diana,Bryant,208.5949497,true
James,Bailey,116.107083,true
Mary,Perry,79.34102267,false
Sarah,Baker,68.36279828,false
Teresa,Rios,110.0041419,true
Marcus,Wilson,284.020802,true
Rodney,Hansen,72.95190219,false
Crystal,Jones,231.171674,true
Frank,Gonzalez,78.9251024,false
Billy,Mcneil,270.4543387,true
Sabrina,Carter,37.81203563,false
Lisa,Smith,116.015239,true
Daniel,Gutierrez,177.7281493,true
Jennifer,Johnson,248.5666653,true
Tammy,Harris,292.5367815,true
Aaron,Brown,286.970944,true
Dominique,Reynolds,35.33069889,false
Brad,Shaw,77.22657145,false
Jennifer,Marks,214.1225675,true
Sara,Scott,63.33845737,false
Richard,Walker,10.26357238,false
Justin,Williams,98.36518333,false
Richard,White,246.0778952,true
Amber,Haynes,92.71470824,false
Dale,Cunningham,185.2340192,true
Gina,Anderson,180.9704856,true
Amber,Gonzalez,104.2042807,true
Kathleen,Flynn,225.2048309,true
Brian,Contreras,133.7247424,true
Brittney,Cannon,237.0273387,true
Penny,Smith,119.7774211,true
Tanya,Barajas,154.115135,true
Valerie,Thompson,181.9900267,true
Ashley,Frost,55.18371181,false
Sean,Deleon,281.0247667,true
Samantha,Rasmussen,167.5538871,true
Gary,Hicks,268.5825967,true
David,Walker,122.1682647,true
Mary,Preston,120.0993495,true
Kelly,Key,275.1606173,true
Tracy,Preston,214.1876986,true
Erica,Weber,28.0296417,false
Amanda,Campbell,179.5773151,true
Tiffany,Keller,55.7058622,false
Pamela,Marshall,103.1498794,true
Dawn,Miranda,66.16407449,false
Anna,Butler,57.16781141,false
Christopher,Martin,16.54291044,false
Vincent,Martin,169.3623968,true
Mason,George,258.5268771,true
Marissa,Avery,275.7309335,true
Maurice,Morgan,257.1985604,true
Sonia,Lopez,207.2481926,true
Mark,Richards,187.8888075,true
Norma,Smith,243.070089,true
Brandy,Villanueva,210.421182,true
David,Stevens,217.3939597,true
Alexis,Kim,273.4334913,true
Roy,Russo,149.82268,true
Tony,Crawford,109.7616456,true
Carolyn,Richardson,100.4691933,true
Alan,Reyes,6.140652941,false
Courtney,Jensen,142.1727598,true
Randy,Sullivan,75.73432253,false
Ryan,Love,148.0630009,true
Kathy,Valenzuela,173.5408457,true
Erica,Pruitt,212.5520785,true
Natalie,Flores,47.71141376,false
Eileen,Thomas,34.08037038,false
Kimberly,Thompson,231.9040724,true
Suzanne,Hernandez,106.889458,true
William,Hopkins,115.8133347,true
Martin,Compton,86.43104415,false
Eric,Hicks,144.1125724,true
Madeline,Preston,277.7087797,true
Mary,Carroll,283.9518427,true
Holly,Skinner,119.6838428,true
Lawrence,Jones,6.607550303,false
Tina,Norton,184.8126069,true
April,Jones,43.87704629,false
Jessica,Gutierrez,168.4927971,true
Hayley,Gibson,10.51878784,false
Jessica,Riggs,120.5747683,true
Denise,Peterson,162.2819289,true
Jerry,Brown,268.8242106,true
Margaret,Frazier,254.8209469,true
Ricky,Johnson,100.2511703,true
.,Sara,3.931396765,false
Samuel,Reynolds,1.321601458,false
Andrew,Foley,110.3610057,true
Anthony,Gross,104.4300506,true
Lee,Barker,216.3364217,true
Amanda,Li,258.3560628,true
Stephanie,Davis,246.1360667,true
Don,Rose,185.0807171,true
Bradley,Gibson,44.37564058,false
Heidi,Ortiz,72.5676395,false
Malik,Clark,172.803059,true
Nicole,Henderson,188.4701057,true
Katie,Merritt,93.32190104,false
Michelle,Hall,235.5891307,true
Amanda,Martinez,109.8451354,true
Kenneth,Cortez,43.35799481,false
Cindy,Lin,191.9161242,true
Christopher,Lucas,149.0145447,true
Veronica,Sloan,122.0150809,true
Duane,Alvarez,206.1329996,true
James,Lee,241.7417132,true
Christopher,Meza,155.0057081,true
Nathaniel,Miller,244.6580051,true
Tracy,Brown,90.74709889,false
Mariah,Cervantes,52.08510319,false
Joshua,Jones,293.8213216,true
Brenda,Jones,264.2708843,true
Jennifer,Booker,12.02511321,false
Seth,Castaneda,10.92646812,false
Rachel,Kennedy,161.6721103,true
Susan,Smith,2.813093506,false
Jordan,Barnes,71.62466448,false
Brenda,Turner,288.0150336,true
James,Stanley,83.01264324,false
Matthew,Brown,24.27117954,false
Christian,Little,42.7509127,false
Thomas,Valenzuela,140.6010983,true
Philip,Hughes,265.8403027,true
Gary,Curry,276.4037536,true
Andrea,Morrison,268.3671771,true
Norma,Jenkins,257.8816286,true
Jill,Ortiz,168.3387905,true
Jessica,Howell,55.09699628,false
James,Henderson,163.5006988,true
Nicholas,Thomas,204.0773565,true
Stephanie,White,166.833234,true
Christopher,Greene,36.14365972,false
James,Palmer,118.0771682,true
Christine,Cantrell,211.4962787,true
Christopher,Lopez,17.11683357,false
Sandra,Cook,67.45307209,false
Pedro,Dunn,116.3981006,true
Cassandra,Gallagher,82.99376863,false
Daniel,Guzman,202.3914416,true
Michael,Hunt,19.63313083,false
Leslie,Preston,232.9674767,true
Crystal,Valdez,36.96034311,false
Luis,Saunders,136.6896047,true
Samantha,Golden,18.25944943,false
Brian,Woods,207.7238054,true
Jay,Parker,53.42922382,false
Janet,Fleming,160.5078275,true
Lance,Williams,2.170543081,false
Rebecca,Brooks,228.4791343,true
Sara,Oliver,208.4079644,true
Megan,Hickman,165.1104102,true
Raymond,Davis,217.32736,true
Krystal,Miller,219.3866908,true
Brian,Christian,197.1047485,true
Stephen,Doyle,75.62902184,false
Carl,Taylor,271.8752715,true
Kathleen,Peterson,279.1604721,true
Teresa,Mcintosh,204.471543,true
Ashley,Hill,221.4989596,true
Andrew,Jacobs,226.5094836,true
Jeffery,Turner,172.146738,true
Christian,Peterson,229.5509836,true
Jason,Burgess,288.1309467,true
Crystal,Herrera,95.15394812,false
Brenda,Dean,252.0255026,true
Kathleen,Allen,148.1759137,true
Julie,Suarez,126.6045221,true
William,Lee,219.7081508,true
Paige,Sanders,14.77249308,false
Devin,Bates,152.2274338,true
Patricia,Olsen,110.1679882,true
Becky,Hernandez,222.2333333,true
Marie,Lamb,40.27252313,false
Nathan,Flores,101.8936459,true
Brandon,Gonzalez,60.52303081,false
John,Henderson,248.4076042,true
Samuel,Bell,92.53696137,false
Chase,Reed,71.9476409,false
Timothy,Nichols,227.970889,true
Mitchell,Owen,153.7919479,true
Amy,Baker,36.80578714,false
Duane,Gomez,244.0834338,true
Ashley,Caldwell,130.8171695,true
Maria,Hampton,288.5692027,true
Kathy,Schneider,42.12818501,false
Christopher,Johnson,160.177871,true
Alison,Rojas,294.6816429,true
Susan,Valdez,60.26333489,false
David,Frank,163.051206,true
Jason,Conway,139.2688476,true
Nathan,Reid,233.0631577,true
Amy,Klein,35.59591008,false
Victoria,Johnson,46.62876129,false
Sara,Adams,124.1548865,true
Charles,Reid,63.79578805,false
Angela,Davis,266.9483443,true
Brittany,Nicholson,39.77148045,false
William,Dunn,225.412815,true
Jon,James,11.05366645,false
Heather,Boyle,234.2114192,true
Martin,Robinson,45.61899672,false
Lindsay,Brewer,152.2561172,true
Christopher,Mitchell,122.2296097,true
Renee,Martin,103.8007634,true
Nathaniel,Kelly,278.6711932,true
Jesus,Martinez,1.741610191,false
Mark,Kim,260.9460802,true
Kimberly,Mccullough,175.7063953,true
Kevin,Richardson,233.3962134,true
Kim,Kramer,159.7285379,true
Shelly,Warren,223.9957527,true
Keith,Parker,165.2856722,true
Rebecca,Pearson,34.08557462,false
Thomas,Turner,102.5115671,true
Ernest,Blake,279.7736437,true
Kimberly,Aguilar,254.503909,true
Parker,Chandler,105.0988489,true
Patricia,Jordan,293.1542586,true
Edward,Pearson,186.5174652,true
Thomas,Guzman,35.01257377,false
Christina,Lewis,276.7217628,true
Nicole,Green,173.7777278,true
Sandra,Ayers,203.8614101,true
Kimberly,Gould,116.9645689,true
Cory,Johnson,290.1908301,true
Lisa,Butler,33.22539775,false
Stephanie,Gomez,134.8962191,true
Dennis,Figueroa,293.5063554,true
Michelle,Spencer,296.9458364,true
Austin,Zuniga,189.9701356,true
Sarah,Mora,152.0602036,true
David,Brown,222.4466494,true
Regina,Smith,104.488275,true
John,Gardner,90.71613517,false
Melissa,Levy,101.5050273,true
Brandon,Powell,12.1046252,false
Vanessa,Alvarez,160.5638252,true
Michael,Wu,26.41273072,false
Jenny,Fox,289.1982327,true
Elizabeth,Cole,111.4431733,true
Justin,Holmes,279.0448103,true
Steve,Carey,266.7866531,true
Ryan,Miller,240.0594432,true
Alvin,Blair,212.2618704,true
John,Pearson,106.2357684,true
Marcus,Mejia,164.1050274,true
Antonio,Simon,103.8962515,true
Maria,Mccall,244.0777072,true
Linda,Robinson,33.16893391,false
Emily,Rodriguez,124.8103967,true
Samantha,Morrison,68.09438499,false
Johnny,Clark,11.42250221,false
Brandon,Hanson,129.2842923,true
Dana,Mcclain,127.6452244,true
Christine,Ramos,94.47688435,false
Lisa,Holloway,220.8854738,true
Melissa,Gibson,166.7242068,true
Michael,Fernandez,200.3551632,true
Karen,Woods,153.6317697,true
Kimberly,Stone,235.9922733,true
Alexander,Cook,214.5809698,true
Adam,Jones,66.05270665,false
Michelle,Hale,160.332909,true
Dawn,Perez,221.7845339,true
Michael,Smith,269.7764571,true
Pamela,Willis,258.6407833,true
Tracy,Coleman,65.24906648,false
Amanda,Jones,61.84863952,false
Alexis,Bradford,184.4562198,true
Eric,Elliott,272.0600434,true
Richard,Tucker,2.106609758,false
Elizabeth,Andersen,7.886266805,false
Rhonda,White,221.1733665,true
Annette,Kaufman,200.003827,true
Kenneth,Brown,260.5486352,true
Joshua,Brown,151.7365522,true
Monique,Thompson,229.1693307,true
Tammy,Anderson,246.6641717,true
Robert,Foster,23.9205959,false
Destiny,Lutz,93.7962228,false
Phillip,White,252.4260402,true
Jeffrey,Reeves,237.8640463,true
Michelle,Dodson,25.13036482,false
Brandy,Allen,141.1964105,true
Stephanie,Decker,188.2798449,true
Deborah,Carter,157.0933645,true
Donna,Lloyd,129.2668984,true
Jason,Brown,179.5356747,true
Michelle,Keller,255.2075003,true
Loretta,Haynes,26.40453589,false
Ryan,Vaughn,174.7084888,true
Dan,Smith,33.04343359,false
Alex,Brown,231.2045332,true
Ethan,Lee,22.86368908,false
Jose,Martinez,72.80481604,false
Stacey,Yates,196.3324196,true
Alejandra,Strickland,238.5211626,true
Paula,Gregory,63.86627777,false
Joseph,Lozano,288.2552215,true
Dean,Thomas,291.9138486,true
Sue,Lee,229.6867408,true
Anna,Long,282.5645113,true
Madison,Richardson,231.6005976,true
Kelly,Buchanan,190.7070828,true
Robert,Brown,216.259389,true
Felicia,Sawyer,137.9030061,true
Julian,Edwards,150.3449245,true
David,Salazar,77.45842821,false
Annette,Watson,76.7825944,false
Joshua,Williams,177.5164745,true
Daniel,Yoder,119.2342859,true
Daniel,Nelson,98.27456386,false
Gary,White,271.019816,true
Jason,Campbell,273.3106244,true
Elizabeth,Watson,86.42236772,false
Kenneth,Wright,182.4366238,true
Robert,Perez,239.5851297,true
David,Clark,23.0325238,false
Beverly,Leon,106.1063763,true
Robert,Wright,50.0234143,false
James,Thomas,86.77348735,false
Derrick,Wells,181.4218065,true
Devin,Neal,86.96007678,false
Linda,Baker,147.1263919,true
Amanda,Ray,137.8128328,true
Bruce,Williams,71.30022792,false
Amy,Castillo,249.5469844,true
Kyle,Turner,161.1618002,true
Steven,Mason,111.8827068,true
Kimberly,Kelly,240.4231917,true
Melissa,Ellis,98.58946201,false
Kelli,Olson,237.5734494,true
Mark,Mcmillan,214.1569316,true
Erin,Bautista,77.6242888,false
Joseph,Holt,84.95214506,false
Dean,Foster,275.7451504,true
Luis,Smith,232.2317515,true
Nicholas,Hughes,119.2977956,true
Alexis,Marshall,135.4593376,true
Nathan,Jones,156.5333442,true
Debra,Jordan,96.86625469,false
Billy,Rose,13.66865285,false
Amber,Stephens,288.2365496,true
Sandra,Williamson,58.32246701,false
Mikayla,Wiggins,171.0312758,true
Wesley,Lowery,71.51598238,false
Brandon,Cruz,268.4069694,true
Tracy,York,133.9126496,true
Jessica,Adams,169.2223021,true
Diana,Flores,140.9103144,true
Anthony,Brooks,56.34749333,false
Joan,Cruz,153.9731859,true
Lauren,Ray,235.5282522,true
Becky,Reid,222.1800929,true
Robert,Fisher,174.6666517,true
Christopher,Clark,206.7775415,true
Leah,Palmer,82.10118057,false
Erin,Campbell,223.7648021,true
Michael,Smith,190.5819912,true
Carolyn,Gonzalez,35.19868853,false
